filename,true_ppm_hour,rgb_r_mean,rgb_g_mean,rgb_b_mean,rgb_r_std,rgb_g_std,rgb_b_std,hsv_h_mean,hsv_s_mean,hsv_v_mean,hsv_h_std,hsv_s_std,hsv_v_std,lab_l_mean,lab_a_mean,lab_b_mean,lab_l_std,lab_a_std,lab_b_std,norm_r,norm_g,norm_b,norm_lab_l,norm_lab_a,norm_lab_b,delta_e,brightness_mean,brightness_std,blur_score,temperature_c,humidity_pct,exposure_duration_min
train/sample_0000.jpg,0.0,201.0,198.0,198.0,0.0,0.0,0.0,0.0,4.0,201.0,0.0,0.0,0.0,80.0,1.0,0.0,0.0,0.0,0.0,1.0171155412893247,1.0009250974385417,1.000594629468354,1.0014612825577192,1.072333333333333,-0.028999999999996362,7.681145747868608,199.0,0.0,0.0,0.0,0.0,0.0
train/sample_0001.jpg,0.0,207.50215277777778,210.09597222222223,198.85604166666667,2.0924456262662625,2.3075264291986732,2.5812434338763346,36.95458333333333,13.71076388888889,210.09791666666666,3.136814306435127,2.135063289414875,2.305758755269099,83.82734204793029,-2.8797916666666667,5.345416666666667,0.7879317347121233,0.6997479394892452,0.8600669184235996,1.0523773478900829,1.0655034598956397,1.0084080044760426,1.0523451940028763,-2.8457916666666607,5.399083333333339,1.5061449873433683,208.055625,2.2639451243441537,30.989101543209877,0.0,0.0,0.0
train/sample_0002.jpg,0.0,212.7975,215.08291666666668,204.15840277777778,3.10603702042049,3.008541053539596,3.4421779610515273,35.98215277777778,12.933541666666667,215.10319444444445,5.379296817841181,2.5423004588884313,2.997599190458311,85.64278322440087,-2.6588194444444446,5.041944444444445,1.0454906141970175,0.9743509210749951,1.0096295234844106,1.0778377146330345,1.0893602096167776,1.033893163424753,1.0741327841079868,-2.623486111111118,5.064944444444441,0.9213971295641323,213.11909722222222,2.908807844097161,54.76738190104166,0.0,0.0,0.0
train/sample_0003.jpg,0.303,214.26805555555555,217.26722222222222,209.67409722222223,2.4237726784732527,2.319239112667941,2.542712056379782,41.964930555555554,8.710416666666667,217.27930555555557,6.34900085058527,1.584701985214857,2.318893310269799,86.40364923747278,-2.2736805555555555,3.421111111111111,0.841593262879562,0.7006160449202482,0.7430409655888496,1.084800848303814,1.1002561856195072,1.061635623223286,1.0834606409199368,-2.2653472222222155,3.443444444444447,2.130263446572723,215.49840277777778,2.270859529877779,32.49938192515432,0.0,0.0,0.0
train/sample_0004.jpg,0.303,210.68569444444444,211.5048611111111,199.10111111111112,2.0853565684904685,2.0848604356803473,2.755963007510591,32.08569444444444,15.47638888888889,211.84305555555557,3.51935376264396,1.9026657509600682,1.9985290694304236,84.39169389978213,-2.5011111111111113,5.935138888888889,0.7167656820464384,0.6604913060988,0.7395296798483095,1.0680951994696055,1.0720415346708905,1.0073112433273521,1.0590319357184645,-2.4377777777777787,6.143472222222218,1.2229609146467584,209.905,2.0549067294324255,25.139187263695987,0.0,0.0,0.0
train/sample_0005.jpg,0.303,201.0090277777778,204.42236111111112,197.30979166666665,2.818574629785677,2.8205742091990076,2.9761437971037625,44.33166666666666,8.95861111111111,204.43055555555554,5.432553369375289,1.8536999828838516,2.818250978931209,81.80065359477123,-2.3959722222222224,3.1449305555555553,1.0013927248914853,0.8143746062030637,0.6770303789833644,1.017987148841156,1.0350411951516585,0.9987099160781111,1.0257597613349507,-2.412305555555558,3.2022638888888877,3.7193943142846866,202.4595138888889,2.766144486329581,43.99688259548611,0.0,0.0,0.0
train/sample_0006.jpg,0.606,210.535625,209.9963888888889,198.07131944444444,2.067501920847745,2.012630468894251,2.685580773762083,28.9325,15.532916666666667,210.7942361111111,2.7079921579979094,1.8773947207499195,1.9727892267397886,83.96323529411764,-1.9740972222222222,5.933125,0.7223733132406971,0.5680949074592844,0.7830939073370021,1.0660841329721245,1.0631311043197054,1.0016451379266555,1.0527140644590307,-1.8774305555555582,5.872791666666654,1.3950893429759066,208.79486111111112,1.9995141722814371,22.458288845486113,0.0,0.0,0.0
train/sample_0007.jpg,0.606,206.76444444444445,207.84604166666668,198.8292361111111,2.5178666503878127,2.3437220276106983,2.77034258307238,33.54083333333333,11.218958333333333,208.009375,5.294231596223447,1.996744301061098,2.285305328114601,83.1450980392157,-1.9915277777777778,4.415277777777778,0.8448091039668834,0.7360256632795985,0.8843013127483161,1.047265621922298,1.0526799491503105,1.006129179078379,1.042478636120772,-2.063861111111125,4.485944444444446,1.9448992621293604,206.60131944444444,2.3421881822963284,31.54879436728395,0.0,0.0,0.0
train/sample_0008.jpg,0.606,203.54958333333335,208.93979166666668,201.56395833333335,2.872119299547255,2.875625528266757,3.019923361506959,52.034305555555555,9.147777777777778,208.9404861111111,4.5423550935085215,1.9508817253162425,2.875615834975868,83.32704248366014,-3.18375,3.049097222222222,1.00690880102369,0.6457014650319793,0.8048588671956066,1.0310171068315894,1.057480371085183,1.0211319485019708,1.044776990880662,-3.1550833333333337,2.978097222222224,2.829500408609105,206.6340972222222,2.784893004426453,45.74186572145061,0.0,0.0,0.0
train/sample_0009.jpg,0.909,214.08881944444445,209.84006944444445,194.78298611111111,2.7144341533650898,2.5786877575102727,3.750452117164135,23.620208333333334,23.040902777777777,214.095,2.34256980470818,3.109404510065257,2.714979537471546,84.17875816993464,-1.1492361111111111,8.012708333333334,0.9341508269681653,0.7073174871193817,1.094705515164035,1.0839610920399605,1.0618648553975976,0.9866542817568393,1.0550807816511536,-1.1109027777777842,7.900041666666679,3.2364562162684303,209.33145833333333,2.655248332378202,39.574611684992284,0.0,0.0,0.0
